"","id","player_of_match","toss_winner","t","winner","result","result_margin","eliminator","method","umpire_team","Field","FieldValue","TeamNumber","Team"
"5656",1216495,"S Nadeem","Sunrisers Hyderabad","field","Sunrisers Hyderabad","wickets",10,"N",NA,"C Shamshuddin/RK Illingworth","neutral_venue","0","team2","Sunrisers Hyderabad"
"5657",1216496,"SV Samson","Chennai Super Kings","field","Rajasthan Royals","runs",16,"N",NA,"C Shamshuddin/VA Kulkarni","neutral_venue","0","team2","Chennai Super Kings"
"5658",1216497,"CV Varun","Delhi Capitals","field","Kolkata Knight Riders","runs",59,"N",NA,"CB Gaffaney/PG Pathak","neutral_venue","0","team2","Delhi Capitals"
"5659",1216498,"CJ Jordan","Sunrisers Hyderabad","field","Kings XI Punjab","runs",12,"N",NA,"AY Dandekar/PR Reiffel","neutral_venue","0","team2","Sunrisers Hyderabad"
"5660",1216499,"SA Yadav","Mumbai Indians","field","Mumbai Indians","wickets",5,"N",NA,"UV Gandhe/CB Gaffaney","neutral_venue","0","team2","Mumbai Indians"
"5661",1216500,"R Ashwin","Rajasthan Royals","field","Delhi Capitals","runs",46,"N",NA,"KN Ananthapadmanabhan/C Shamshuddin","neutral_venue","0","team2","Rajasthan Royals"
"5662",1216501,"RA Tripathi","Kolkata Knight Riders","bat","Kolkata Knight Riders","runs",10,"N",NA,"KN Ananthapadmanabhan/RK Illingworth","neutral_venue","0","team2","Chennai Super Kings"
"5663",1216502,"Sandeep Sharma","Sunrisers Hyderabad","field","Sunrisers Hyderabad","wickets",5,"N",NA,"KN Ananthapadmanabhan/K Srinivasan","neutral_venue","0","team2","Sunrisers Hyderabad"
"5664",1216503,"KA Pollard","Kings XI Punjab","field","Mumbai Indians","runs",48,"N",NA,"VK Sharma/S Ravi","neutral_venue","0","team2","Kings XI Punjab"
"5665",1216504,"Shivam Mavi","Rajasthan Royals","field","Kolkata Knight Riders","runs",37,"N",NA,"KN Ananthapadmanabhan/C Shamshuddin","neutral_venue","0","team2","Rajasthan Royals"
"5666",1216505,"A Nortje","Delhi Capitals","field","Delhi Capitals","wickets",6,"N",NA,"CB Gaffaney/S Ravi","neutral_venue","0","team2","Delhi Capitals"
"5667",1216506,"RD Gaikwad","Chennai Super Kings","field","Chennai Super Kings","wickets",9,"N",NA,"PG Pathak/VK Sharma","neutral_venue","0","team2","Chennai Super Kings"
"5668",1216507,"R Tewatia","Sunrisers Hyderabad","bat","Rajasthan Royals","wickets",5,"N",NA,"YC Barde/PR Reiffel","neutral_venue","0","team2","Rajasthan Royals"
"5669",1216508,"RG Sharma","Kolkata Knight Riders","field","Mumbai Indians","runs",49,"N",NA,"CB Gaffaney/S Ravi","neutral_venue","0","team2","Kolkata Knight Riders"
"5670",1216509,"S Dhawan","Chennai Super Kings","bat","Delhi Capitals","wickets",5,"N",NA,"KN Ananthapadmanabhan/RK Illingworth","neutral_venue","0","team2","Delhi Capitals"
"5671",1216510,"KL Rahul","Royal Challengers Bangalore","field","Kings XI Punjab","runs",97,"N",NA,"AK Chaudhary/PR Reiffel","neutral_venue","0","team2","Royal Challengers Bangalore"
"5672",1216511,"SA Yadav","Mumbai Indians","bat","Mumbai Indians","runs",57,"N",NA,"VK Sharma/S Ravi","neutral_venue","0","team2","Rajasthan Royals"
"5673",1216512,"LH Ferguson","Sunrisers Hyderabad","field","Kolkata Knight Riders","tie",NA,"Y",NA,"PG Pathak/S Ravi","neutral_venue","0","team2","Sunrisers Hyderabad"
"5674",1216513,"SR Watson","Kings XI Punjab","bat","Chennai Super Kings","wickets",10,"N",NA,"AY Dandekar/Nitin Menon","neutral_venue","0","team2","Chennai Super Kings"
"5675",1216514,"YS Chahal","Rajasthan Royals","bat","Royal Challengers Bangalore","wickets",8,"N",NA,"CB Gaffaney/S Ravi","neutral_venue","0","team2","Royal Challengers Bangalore"
"5676",1216515,"SS Iyer","Kolkata Knight Riders","field","Delhi Capitals","runs",18,"N",NA,"VA Kulkarni/RK Illingworth","neutral_venue","0","team2","Kolkata Knight Riders"
"5677",1216516,"PK Garg","Sunrisers Hyderabad","bat","Sunrisers Hyderabad","runs",7,"N",NA,"AK Chaudhary/PR Reiffel","neutral_venue","0","team2","Chennai Super Kings"
"5678",1216517,"KL Rahul","Mumbai Indians","bat","Kings XI Punjab","tie",NA,"Y",NA,"Nitin Menon/PR Reiffel","neutral_venue","0","team2","Kings XI Punjab"
"5679",1216518,"MK Pandey","Sunrisers Hyderabad","field","Sunrisers Hyderabad","wickets",8,"N",NA,"Nitin Menon/PR Reiffel","neutral_venue","0","team2","Sunrisers Hyderabad"
"5680",1216519,"AR Patel","Royal Challengers Bangalore","field","Delhi Capitals","runs",59,"N",NA,"Nitin Menon/YC Barde","neutral_venue","0","team2","Royal Challengers Bangalore"
"5681",1216520,"CH Gayle","Kings XI Punjab","field","Kings XI Punjab","wickets",8,"N",NA,"KN Ananthapadmanabhan/RK Illingworth","neutral_venue","0","team2","Kings XI Punjab"
"5682",1216521,"TA Boult","Mumbai Indians","field","Mumbai Indians","wickets",10,"N",NA,"C Shamshuddin/VA Kulkarni","neutral_venue","0","team2","Mumbai Indians"
"5683",1216522,"AB de Villiers","Rajasthan Royals","bat","Royal Challengers Bangalore","wickets",7,"N",NA,"AK Chaudhary/Nitin Menon","neutral_venue","0","team2","Royal Challengers Bangalore"
"5684",1216523,"KD Karthik","Kolkata Knight Riders","bat","Kolkata Knight Riders","runs",2,"N",NA,"UV Gandhe/CB Gaffaney","neutral_venue","0","team2","Kings XI Punjab"
"5685",1216524,"WP Saha","Delhi Capitals","field","Sunrisers Hyderabad","runs",88,"N",NA,"AK Chaudhary/Nitin Menon","neutral_venue","0","team2","Delhi Capitals"
"5686",1216525,"V Kohli","Royal Challengers Bangalore","bat","Royal Challengers Bangalore","runs",37,"N",NA,"AK Chaudhary/PR Reiffel","neutral_venue","0","team2","Chennai Super Kings"
"5687",1216526,"Q de Kock","Kolkata Knight Riders","bat","Mumbai Indians","wickets",8,"N",NA,"CB Gaffaney/VK Sharma","neutral_venue","0","team2","Mumbai Indians"
"5688",1216527,"SV Samson","Rajasthan Royals","field","Rajasthan Royals","wickets",4,"N",NA,"RK Illingworth/K Srinivasan","neutral_venue","0","team2","Rajasthan Royals"
"5689",1216528,"RA Jadeja","Chennai Super Kings","bat","Chennai Super Kings","runs",20,"N",NA,"AK Chaudhary/PR Reiffel","neutral_venue","0","team2","Sunrisers Hyderabad"
"5690",1216529,"Q de Kock","Delhi Capitals","bat","Mumbai Indians","wickets",5,"N",NA,"CB Gaffaney/S Ravi","neutral_venue","0","team2","Mumbai Indians"
"5691",1216530,"PJ Cummins","Rajasthan Royals","field","Kolkata Knight Riders","runs",60,"N",NA,"Nitin Menon/PR Reiffel","neutral_venue","0","team2","Rajasthan Royals"
"5692",1216531,"KL Rahul","Royal Challengers Bangalore","bat","Kings XI Punjab","wickets",8,"N",NA,"KN Ananthapadmanabhan/C Shamshuddin","neutral_venue","0","team2","Kings XI Punjab"
"5693",1216532,"Rashid Khan","Delhi Capitals","field","Sunrisers Hyderabad","runs",15,"N",NA,"VK Sharma/S Ravi","neutral_venue","0","team2","Delhi Capitals"
"5694",1216533,"JC Buttler","Chennai Super Kings","bat","Rajasthan Royals","wickets",7,"N",NA,"CB Gaffaney/VK Sharma","neutral_venue","0","team2","Rajasthan Royals"
"5695",1216534,"YS Chahal","Sunrisers Hyderabad","field","Royal Challengers Bangalore","runs",10,"N",NA,"AY Dandekar/Nitin Menon","neutral_venue","0","team2","Sunrisers Hyderabad"
"5696",1216535,"Ishan Kishan","Mumbai Indians","field","Mumbai Indians","wickets",9,"N",NA,"YC Barde/PR Reiffel","neutral_venue","0","team2","Mumbai Indians"
"5697",1216536,"RD Gaikwad","Chennai Super Kings","field","Chennai Super Kings","wickets",6,"N",NA,"C Shamshuddin/RK Illingworth","neutral_venue","0","team2","Chennai Super Kings"
"5698",1216537,"BA Stokes","Rajasthan Royals","field","Rajasthan Royals","wickets",7,"N",NA,"CB Gaffaney/S Ravi","neutral_venue","0","team2","Rajasthan Royals"
"5699",1216538,"TA Boult","Mumbai Indians","bat","Mumbai Indians","runs",34,"N",NA,"KN Ananthapadmanabhan/RK Illingworth","neutral_venue","0","team2","Sunrisers Hyderabad"
"5700",1216539,"PP Shaw","Chennai Super Kings","field","Delhi Capitals","runs",44,"N",NA,"KN Ananthapadmanabhan/RK Illingworth","neutral_venue","0","team2","Chennai Super Kings"
"5701",1216540,"AB de Villiers","Royal Challengers Bangalore","bat","Royal Challengers Bangalore","runs",82,"N",NA,"RK Illingworth/K Srinivasan","neutral_venue","0","team2","Kolkata Knight Riders"
"5702",1216541,"BA Stokes","Mumbai Indians","bat","Rajasthan Royals","wickets",8,"N",NA,"UV Gandhe/VK Sharma","neutral_venue","0","team2","Rajasthan Royals"
"5703",1216542,"JM Bairstow","Sunrisers Hyderabad","bat","Sunrisers Hyderabad","runs",69,"N",NA,"AK Chaudhary/Nitin Menon","neutral_venue","0","team2","Kings XI Punjab"
"5704",1216543,"A Nortje","Delhi Capitals","bat","Delhi Capitals","runs",13,"N",NA,"AK Chaudhary/Nitin Menon","neutral_venue","0","team2","Rajasthan Royals"
"5705",1216544,"RD Gaikwad","Royal Challengers Bangalore","bat","Chennai Super Kings","wickets",8,"N",NA,"C Shamshuddin/RK Illingworth","neutral_venue","0","team2","Chennai Super Kings"
"5706",1216545,"Shubman Gill","Sunrisers Hyderabad","bat","Kolkata Knight Riders","wickets",7,"N",NA,"CB Gaffaney/VK Sharma","neutral_venue","0","team2","Kolkata Knight Riders"
"5707",1216546,"S Dhawan","Delhi Capitals","bat","Kings XI Punjab","wickets",5,"N",NA,"C Shamshuddin/RK Illingworth","neutral_venue","0","team2","Kings XI Punjab"
"5708",1216547,"AB de Villiers","Mumbai Indians","field","Royal Challengers Bangalore","tie",NA,"Y",NA,"Nitin Menon/PR Reiffel","neutral_venue","0","team2","Mumbai Indians"
"5709",1237177,"JJ Bumrah","Delhi Capitals","field","Mumbai Indians","runs",57,"N",NA,"CB Gaffaney/Nitin Menon","neutral_venue","0","team2","Delhi Capitals"
"5710",1237178,"KS Williamson","Sunrisers Hyderabad","field","Sunrisers Hyderabad","wickets",6,"N",NA,"PR Reiffel/S Ravi","neutral_venue","0","team2","Sunrisers Hyderabad"
"5711",1237180,"MP Stoinis","Delhi Capitals","bat","Delhi Capitals","runs",17,"N",NA,"PR Reiffel/S Ravi","neutral_venue","0","team2","Sunrisers Hyderabad"
"5712",1237181,"TA Boult","Delhi Capitals","bat","Mumbai Indians","wickets",5,"N",NA,"CB Gaffaney/Nitin Menon","neutral_venue","0","team2","Mumbai Indians"
"5713",335982,"BB McCullum","Royal Challengers Bangalore","field","Kolkata Knight Riders","runs",140,"N",NA,"Asad Rauf/RE Koertzen","date","18/04/2008","team2","Kolkata Knight Riders"
"5714",335983,"MEK Hussey","Chennai Super Kings","bat","Chennai Super Kings","runs",33,"N",NA,"MR Benson/SL Shastri","date","19/04/2008","team2","Chennai Super Kings"
"5715",335984,"MF Maharoof","Rajasthan Royals","bat","Delhi Daredevils","wickets",9,"N",NA,"Aleem Dar/GA Pratapkumar","date","19/04/2008","team2","Rajasthan Royals"
"5716",335985,"MV Boucher","Mumbai Indians","bat","Royal Challengers Bangalore","wickets",5,"N",NA,"SJ Davis/DJ Harper","date","20/04/2008","team2","Royal Challengers Bangalore"
"5717",335986,"DJ Hussey","Deccan Chargers","bat","Kolkata Knight Riders","wickets",5,"N",NA,"BF Bowden/K Hariharan","date","20/04/2008","team2","Deccan Chargers"
"5718",335987,"SR Watson","Kings XI Punjab","bat","Rajasthan Royals","wickets",6,"N",NA,"Aleem Dar/RB Tiffin","date","21/04/2008","team2","Kings XI Punjab"
"5719",335988,"V Sehwag","Deccan Chargers","bat","Delhi Daredevils","wickets",9,"N",NA,"IL Howell/AM Saheba","date","22/04/2008","team2","Delhi Daredevils"
"5720",335989,"ML Hayden","Mumbai Indians","field","Chennai Super Kings","runs",6,"N",NA,"DJ Harper/GA Pratapkumar","date","23/04/2008","team2","Mumbai Indians"
"5721",335990,"YK Pathan","Rajasthan Royals","field","Rajasthan Royals","wickets",3,"N",NA,"Asad Rauf/MR Benson","date","24/04/2008","team2","Rajasthan Royals"
"5722",335991,"KC Sangakkara","Mumbai Indians","field","Kings XI Punjab","runs",66,"N",NA,"Aleem Dar/AM Saheba","date","25/04/2008","team2","Mumbai Indians"
"5723",335992,"SR Watson","Rajasthan Royals","field","Rajasthan Royals","wickets",7,"N",NA,"MR Benson/IL Howell","date","26/04/2008","team2","Rajasthan Royals"
"5724",335993,"JDP Oram","Kolkata Knight Riders","bat","Chennai Super Kings","wickets",9,"N",NA,"BF Bowden/AV Jayaprakash","date","26/04/2008","team2","Kolkata Knight Riders"
"5725",335994,"AC Gilchrist","Deccan Chargers","field","Deccan Chargers","wickets",10,"N",NA,"Asad Rauf/SL Shastri","date","27/04/2008","team2","Deccan Chargers"
"5726",335995,"SM Katich","Delhi Daredevils","bat","Kings XI Punjab","wickets",4,"N",NA,"RE Koertzen/I Shivram","date","27/04/2008","team2","Delhi Daredevils"
"5727",335996,"MS Dhoni","Chennai Super Kings","bat","Chennai Super Kings","runs",13,"N",NA,"BR Doctrove/RB Tiffin","date","28/04/2008","team2","Chennai Super Kings"
"5728",335997,"ST Jayasuriya","Kolkata Knight Riders","bat","Mumbai Indians","wickets",7,"N",NA,"BF Bowden/AV Jayaprakash","date","29/04/2008","team2","Mumbai Indians"
"5729",335998,"GD McGrath","Royal Challengers Bangalore","field","Delhi Daredevils","runs",10,"N",NA,"Aleem Dar/I Shivram","date","30/04/2008","team2","Royal Challengers Bangalore"
"5730",335999,"SE Marsh","Kings XI Punjab","field","Kings XI Punjab","wickets",7,"N",NA,"BR Doctrove/RB Tiffin","date","01/05/2008","team2","Kings XI Punjab"
"5731",336000,"SA Asnodkar","Rajasthan Royals","bat","Rajasthan Royals","runs",45,"N",NA,"RE Koertzen/GA Pratapkumar","date","01/05/2008","team2","Kolkata Knight Riders"
"5732",336001,"V Sehwag","Chennai Super Kings","bat","Delhi Daredevils","wickets",8,"N",NA,"BF Bowden/K Hariharan","date","02/05/2008","team2","Delhi Daredevils"
"5733",336002,"R Vinay Kumar","Deccan Chargers","bat","Royal Challengers Bangalore","wickets",5,"N",NA,"Asad Rauf/RE Koertzen","date","25/05/2008","team2","Royal Challengers Bangalore"
"5734",336003,"IK Pathan","Kings XI Punjab","bat","Kings XI Punjab","runs",9,"N",NA,"DJ Harper/I Shivram","date","03/05/2008","team2","Kolkata Knight Riders"
"5735",336004,"SM Pollock","Delhi Daredevils","field","Mumbai Indians","runs",29,"N",NA,"IL Howell/RE Koertzen","date","04/05/2008","team2","Delhi Daredevils"
"5736",336005,"Sohail Tanvir","Chennai Super Kings","bat","Rajasthan Royals","wickets",8,"N",NA,"Asad Rauf/AV Jayaprakash","date","04/05/2008","team2","Chennai Super Kings"
"5737",336006,"S Sreesanth","Kings XI Punjab","field","Kings XI Punjab","wickets",6,"N",NA,"SJ Davis/BR Doctrove","date","05/05/2008","team2","Kings XI Punjab"
"5738",336007,"AC Gilchrist","Deccan Chargers","field","Deccan Chargers","wickets",7,"N",NA,"MR Benson/RB Tiffin","date","06/05/2008","team2","Deccan Chargers"
"5739",336008,"A Nehra","Mumbai Indians","field","Mumbai Indians","wickets",7,"N",NA,"DJ Harper/RE Koertzen","date","07/05/2008","team2","Rajasthan Royals"
"5740",336009,"MS Dhoni","Chennai Super Kings","field","Chennai Super Kings","wickets",4,"N",NA,"Aleem Dar/RB Tiffin","date","08/05/2008","team2","Chennai Super Kings"
"5741",336010,"SC Ganguly","Kolkata Knight Riders","bat","Kolkata Knight Riders","runs",5,"N",NA,"Asad Rauf/IL Howell","date","08/05/2008","team2","Royal Challengers Bangalore"
"5742",336011,"YK Pathan","Rajasthan Royals","field","Rajasthan Royals","wickets",8,"N",NA,"MR Benson/AM Saheba","date","09/05/2008","team2","Deccan Chargers"
"5743",336012,"CRD Fernando","Mumbai Indians","field","Mumbai Indians","wickets",9,"N",NA,"BF Bowden/AV Jayaprakash","date","28/05/2008","team2","Mumbai Indians"
"5744",336013,"L Balaji","Kings XI Punjab","field","Chennai Super Kings","runs",18,"N",NA,"AV Jayaprakash/BG Jerling","date","10/05/2008","team2","Kings XI Punjab"
"5745",336014,"SC Ganguly","Kolkata Knight Riders","bat","Kolkata Knight Riders","runs",23,"N",NA,"IL Howell/AM Saheba","date","11/05/2008","team2","Kolkata Knight Riders"
"5746",336015,"SR Watson","Rajasthan Royals","field","Rajasthan Royals","wickets",3,"N",NA,"SJ Davis/RE Koertzen","date","11/05/2008","team2","Delhi Daredevils"
"5747",336016,"SE Marsh","Royal Challengers Bangalore","bat","Kings XI Punjab","wickets",9,"N",NA,"BR Doctrove/I Shivram","date","12/05/2008","team2","Royal Challengers Bangalore"
"5748",336017,"Shoaib Akhtar","Kolkata Knight Riders","bat","Kolkata Knight Riders","runs",23,"N",NA,"Asad Rauf/IL Howell","date","13/05/2008","team2","Delhi Daredevils"
"5749",336018,"ST Jayasuriya","Mumbai Indians","field","Mumbai Indians","wickets",9,"N",NA,"BR Doctrove/AM Saheba","date","14/05/2008","team2","Chennai Super Kings"
"5750",336019,"SE Marsh","Rajasthan Royals","field","Kings XI Punjab","runs",41,"N",NA,"SJ Davis/K Hariharan","date","28/05/2008","team2","Rajasthan Royals"
"5751",336020,"A Mishra","Deccan Chargers","field","Delhi Daredevils","runs",12,"N",NA,"BG Jerling/GA Pratapkumar","date","15/05/2008","team2","Deccan Chargers"
"5752",336021,"SM Pollock","Mumbai Indians","field","Mumbai Indians","wickets",8,"N",NA,"BR Doctrove/DJ Harper","date","16/05/2008","team2","Kolkata Knight Riders"
"5753",336022,"DPMD Jayawardene","Delhi Daredevils","bat","Kings XI Punjab","runs",6,"N","D/L","AV Jayaprakash/RE Koertzen","date","17/05/2008","team2","Kings XI Punjab"
"5754",336023,"GC Smith","Royal Challengers Bangalore","field","Rajasthan Royals","runs",65,"N",NA,"BF Bowden/SL Shastri","date","17/05/2008","team2","Royal Challengers Bangalore"
"5755",336024,"DJ Bravo","Deccan Chargers","field","Mumbai Indians","runs",25,"N",NA,"BR Doctrove/DJ Harper","date","18/05/2008","team2","Mumbai Indians"
"5756",336025,"M Ntini","Kolkata Knight Riders","bat","Chennai Super Kings","runs",3,"N","D/L","Asad Rauf/K Hariharan","date","18/05/2008","team2","Chennai Super Kings"
"5757",336026,"SP Goswami","Delhi Daredevils","field","Delhi Daredevils","wickets",5,"N",NA,"SJ Davis/GA Pratapkumar","date","19/05/2008","team2","Delhi Daredevils"
"5758",336027,"YK Pathan","Rajasthan Royals","field","Rajasthan Royals","wickets",6,"N",NA,"BG Jerling/RE Koertzen","date","20/05/2008","team2","Rajasthan Royals"
"5759",336028,"SE Marsh","Mumbai Indians","field","Kings XI Punjab","runs",1,"N",NA,"BF Bowden/GA Pratapkumar","date","21/05/2008","team2","Kings XI Punjab"
"5760",336029,"A Kumble","Royal Challengers Bangalore","bat","Royal Challengers Bangalore","runs",14,"N",NA,"DJ Harper/I Shivram","date","21/05/2008","team2","Royal Challengers Bangalore"
"5761",336031,"SE Marsh","Kings XI Punjab","field","Kings XI Punjab","wickets",6,"N",NA,"Asad Rauf/SJ Davis","date","23/05/2008","team2","Deccan Chargers"
"5762",336032,"KD Karthik","Delhi Daredevils","field","Delhi Daredevils","wickets",5,"N",NA,"BF Bowden/K Hariharan","date","24/05/2008","team2","Mumbai Indians"
"5763",336033,"JA Morkel","Rajasthan Royals","bat","Rajasthan Royals","runs",10,"N",NA,"DJ Harper/SL Shastri","date","24/05/2008","team2","Rajasthan Royals"
"5764",336034,"P Kumar","Deccan Chargers","field","Royal Challengers Bangalore","runs",3,"N",NA,"BR Doctrove/SL Shastri","date","03/05/2008","team2","Deccan Chargers"
"5765",336035,"Umar Gul","Kings XI Punjab","bat","Kolkata Knight Riders","wickets",3,"N",NA,"SJ Davis/I Shivram","date","25/05/2008","team2","Kings XI Punjab"
"5766",336036,"Sohail Tanvir","Rajasthan Royals","field","Rajasthan Royals","wickets",5,"N",NA,"BF Bowden/K Hariharan","date","26/05/2008","team2","Mumbai Indians"
"5767",336037,"SK Raina","Deccan Chargers","bat","Chennai Super Kings","wickets",7,"N",NA,"BG Jerling/AM Saheba","date","27/05/2008","team2","Chennai Super Kings"
"5768",336038,"SR Watson","Delhi Daredevils","field","Rajasthan Royals","runs",105,"N",NA,"BF Bowden/RE Koertzen","date","30/05/2008","team2","Rajasthan Royals"
"5769",336039,"M Ntini","Kings XI Punjab","bat","Chennai Super Kings","wickets",9,"N",NA,"Asad Rauf/DJ Harper","date","31/05/2008","team2","Kings XI Punjab"
"5770",336040,"YK Pathan","Rajasthan Royals","field","Rajasthan Royals","wickets",3,"N",NA,"BF Bowden/RE Koertzen","date","01/06/2008","team2","Rajasthan Royals"
"5771",392181,"SR Tendulkar","Chennai Super Kings","field","Mumbai Indians","runs",19,"N",NA,"BR Doctrove/K Hariharan","date","18/04/2009","team2","Mumbai Indians"
"5772",392182,"R Dravid","Royal Challengers Bangalore","bat","Royal Challengers Bangalore","runs",75,"N",NA,"BR Doctrove/RB Tiffin","date","18/04/2009","team2","Rajasthan Royals"
"5773",392183,"DL Vettori","Delhi Daredevils","field","Delhi Daredevils","wickets",10,"N","D/L","MR Benson/SD Ranade","date","19/04/2009","team2","Kings XI Punjab"
"5774",392184,"RP Singh","Kolkata Knight Riders","bat","Deccan Chargers","wickets",8,"N",NA,"MR Benson/BR Doctrove","date","19/04/2009","team2","Kolkata Knight Riders"
"5775",392185,"M Muralitharan","Chennai Super Kings","bat","Chennai Super Kings","runs",92,"N",NA,"BG Jerling/SJA Taufel","date","20/04/2009","team2","Chennai Super Kings"
"5776",392186,"CH Gayle","Kolkata Knight Riders","field","Kolkata Knight Riders","runs",11,"N","D/L","DJ Harper/SD Ranade","date","21/04/2009","team2","Kolkata Knight Riders"
"5777",392188,"AC Gilchrist","Deccan Chargers","bat","Deccan Chargers","runs",24,"N",NA,"M Erasmus/AM Saheba","date","22/04/2009","team2","Deccan Chargers"
"5778",392189,"AB de Villiers","Delhi Daredevils","bat","Delhi Daredevils","runs",9,"N",NA,"BR Doctrove/SJA Taufel","date","23/04/2009","team2","Delhi Daredevils"
"5779",392190,"YK Pathan","Kolkata Knight Riders","field","Rajasthan Royals","tie",NA,"Y",NA,"MR Benson/M Erasmus","date","23/04/2009","team2","Rajasthan Royals"
"5780",392191,"RS Bopara","Royal Challengers Bangalore","bat","Kings XI Punjab","wickets",7,"N",NA,"BR Doctrove/TH Wijewardene","date","24/04/2009","team2","Kings XI Punjab"
"5781",392192,"PP Ojha","Deccan Chargers","bat","Deccan Chargers","runs",12,"N",NA,"HDPK Dharmasena/SJA Taufel","date","25/04/2009","team2","Mumbai Indians"
"5782",392194,"TM Dilshan","Royal Challengers Bangalore","bat","Delhi Daredevils","wickets",6,"N",NA,"S Asnani/BG Jerling","date","26/04/2009","team2","Delhi Daredevils"
"5783",392195,"KC Sangakkara","Kings XI Punjab","bat","Kings XI Punjab","runs",27,"N",NA,"M Erasmus/K Hariharan","date","26/04/2009","team2","Rajasthan Royals"
"5784",392196,"HH Gibbs","Deccan Chargers","field","Deccan Chargers","wickets",6,"N",NA,"IL Howell/TH Wijewardene","date","27/04/2009","team2","Deccan Chargers"
"5785",392197,"SR Tendulkar","Mumbai Indians","bat","Mumbai Indians","runs",92,"N",NA,"BG Jerling/RB Tiffin","date","27/04/2009","team2","Mumbai Indians"
"5786",392198,"YK Pathan","Delhi Daredevils","bat","Rajasthan Royals","wickets",5,"N",NA,"GAV Baxter/RE Koertzen","date","28/04/2009","team2","Rajasthan Royals"
"5787",392199,"MV Boucher","Kolkata Knight Riders","bat","Royal Challengers Bangalore","wickets",5,"N",NA,"MR Benson/TH Wijewardene","date","29/04/2009","team2","Kolkata Knight Riders"
"5788",392200,"KC Sangakkara","Kings XI Punjab","bat","Kings XI Punjab","runs",3,"N",NA,"MR Benson/SL Shastri","date","29/04/2009","team2","Mumbai Indians"
"5789",392201,"DP Nannes","Delhi Daredevils","field","Delhi Daredevils","wickets",6,"N",NA,"GAV Baxter/AM Saheba","date","30/04/2009","team2","Delhi Daredevils"
"5790",392202,"SK Raina","Rajasthan Royals","field","Chennai Super Kings","runs",38,"N",NA,"GAV Baxter/RE Koertzen","date","30/04/2009","team2","Rajasthan Royals"
"5791",392203,"JP Duminy","Mumbai Indians","bat","Mumbai Indians","runs",9,"N",NA,"M Erasmus/SK Tarapore","date","01/05/2009","team2","Mumbai Indians"
"5792",392204,"Yuvraj Singh","Royal Challengers Bangalore","bat","Royal Challengers Bangalore","runs",8,"N",NA,"HDPK Dharmasena/S Ravi","date","01/05/2009","team2","Kings XI Punjab"
"5793",392205,"YK Pathan","Deccan Chargers","bat","Rajasthan Royals","wickets",3,"N",NA,"S Asnani/BG Jerling","date","02/05/2009","team2","Rajasthan Royals"
"5794",392206,"SB Jakati","Delhi Daredevils","field","Chennai Super Kings","runs",18,"N",NA,"DJ Harper/RE Koertzen","date","02/05/2009","team2","Delhi Daredevils"
"5795",392207,"DPMD Jayawardene","Kolkata Knight Riders","bat","Kings XI Punjab","wickets",6,"N",NA,"S Asnani/MR Benson","date","03/05/2009","team2","Kolkata Knight Riders"
"5796",392208,"JH Kallis","Mumbai Indians","bat","Royal Challengers Bangalore","wickets",9,"N",NA,"RE Koertzen/TH Wijewardene","date","03/05/2009","team2","Mumbai Indians"
"5797",392209,"MS Dhoni","Chennai Super Kings","bat","Chennai Super Kings","runs",78,"N",NA,"BR Doctrove/M Erasmus","date","04/05/2009","team2","Deccan Chargers"
"5798",392210,"GC Smith","Kings XI Punjab","field","Rajasthan Royals","runs",78,"N",NA,"SS Hazare/IL Howell","date","05/05/2009","team2","Rajasthan Royals"
"5799",392211,"G Gambhir","Kolkata Knight Riders","bat","Delhi Daredevils","wickets",9,"N",NA,"GAV Baxter/IL Howell","date","05/05/2009","team2","Kolkata Knight Riders"
"5800",392212,"RG Sharma","Deccan Chargers","bat","Deccan Chargers","runs",19,"N",NA,"MR Benson/HDPK Dharmasena","date","06/05/2009","team2","Mumbai Indians"
"5801",392213,"A Singh","Rajasthan Royals","field","Rajasthan Royals","wickets",7,"N",NA,"K Hariharan/DJ Harper","date","07/05/2009","team2","Rajasthan Royals"
"5802",392214,"ML Hayden","Chennai Super Kings","bat","Chennai Super Kings","runs",12,"N","D/L","DJ Harper/TH Wijewardene","date","07/05/2009","team2","Kings XI Punjab"
"5803",392215,"A Nehra","Mumbai Indians","bat","Delhi Daredevils","wickets",7,"N",NA,"M Erasmus/SK Tarapore","date","08/05/2009","team2","Mumbai Indians"
"5804",392216,"DPMD Jayawardene","Kings XI Punjab","field","Kings XI Punjab","wickets",3,"N",NA,"GAV Baxter/AM Saheba","date","09/05/2009","team2","Kings XI Punjab"
"5805",392217,"S Badrinath","Rajasthan Royals","bat","Chennai Super Kings","wickets",7,"N",NA,"GAV Baxter/HDPK Dharmasena","date","09/05/2009","team2","Rajasthan Royals"
"5806",392218,"JP Duminy","Mumbai Indians","bat","Mumbai Indians","runs",16,"N",NA,"BR Doctrove/BG Jerling","date","10/05/2009","team2","Mumbai Indians"
"5807",392219,"A Mishra","Delhi Daredevils","field","Delhi Daredevils","wickets",7,"N",NA,"SL Shastri/RB Tiffin","date","10/05/2009","team2","Kolkata Knight Riders"
"5808",392220,"DR Smith","Deccan Chargers","bat","Deccan Chargers","runs",53,"N",NA,"GAV Baxter/HDPK Dharmasena","date","11/05/2009","team2","Rajasthan Royals"
